start,end,Location,satisfaction,wait_mins,Gender,age_group,Language,Corruption,cooperative,Experiences or suggestions of citizens,duration_mins
2019-04-17 08:03:09.007000+00:00,2019-04-17 08:05:52.568000+00:00,UG Police (CPS),3,10,Male,Between 30-50,Luganda,No,Very cooperative,I have been following up on the case of my vehicle and it's has been impressive,2.726016667
2019-04-17 08:10:38.690000+00:00,2019-04-17 08:11:52.242000+00:00,UG Police (CPS),3,10,Male,Between 30-50,English,No,Neutral,I have been helped and have got the release form for my vehicle,1.225866667
2019-04-17 08:11:56.015000+00:00,2019-04-17 08:14:16.350000+00:00,UG Police (CPS),3,20,Male,Between 30-50,Luganda,No,Very cooperative,I have been told to come back later after they have worked on the suspects that have been raised in the station so I'll just have to come back in the afternoon,2.338916667
2019-04-15 05:54:23.808000+00:00,2019-04-15 05:56:58.930000+00:00,UG Police (Jinja Rd),4,10,Female,Between 30-50,English,No,Very cooperative,She came to follow up on a file. She says that her brother was arrested over the weekend. She says that the police told her to settle the matters with the complainant who was not at the station.,2.585366667
2019-04-15 06:11:04.414000+00:00,2019-04-15 06:14:46.129000+00:00,UG Police (Jinja Rd),3,30,Female,Under 30,Luganda,No,Very cooperative,She came to report her husband who beat her up and refused to take her for treatment. She says that the police is trying to reach him via his number. She is grateful of this office.,3.69525
2019-04-15 06:25:04.988000+00:00,2019-04-15 06:28:57.160000+00:00,UG Police (Jinja Rd),3,20,Male,Between 30-50,English,Yes,Very cooperative,He came to get his vechile which was impounded for causing a minor accident on the road. He says that the officer wanted some money from him because the complainant didn't want to bring the matters to police but the officer found them in the course and decided to finish the matters at the police.,3.869533333
2019-04-15 06:35:59.458000+00:00,2019-04-15 06:36:48.083000+00:00,UG Police (Jinja Rd),2,10,Male,Under 30,Luganda,No,Very cooperative,He came to get a police letter such that he can be able to replace his simcard.,0.810416667
2019-04-15 06:39:54.700000+00:00,2019-04-15 06:41:35.701000+00:00,UG Police (Jinja Rd),4,20,Male,Between 30-50,English,No,Very cooperative,He came to get a police bond for his friend but he was unable because the file was forwarded to court.,1.68335
2019-04-15 06:50:56.302000+00:00,2019-04-15 06:56:02.738000+00:00,UG Police (Jinja Rd),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to see the OC station regarding a file but he was not in office and she was told to come back in the afternoon.,5.107266667
2019-04-15 07:17:08.111000+00:00,2019-04-15 07:18:40.058000+00:00,UG Police (Jinja Rd),3,15,Female,Between 30-50,English,No,Very cooperative,She came to get a police letter such that she can be able to replace her lost lines. She says that she was sent to photocopy the letter template.,1.53245
2019-04-15 07:33:05.740000+00:00,2019-04-15 07:35:54.022000+00:00,UG Police (Jinja Rd),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to report a case of someone who she gave her phone for repair and lost it. She wants the police to hel recover her phone from this man.,2.8047
2019-04-15 07:47:04.330000+00:00,2019-04-15 07:50:19.451000+00:00,UG Police (Jinja Rd),2,30,Female,Under 30,Luganda,No,Very cooperative,She came to follow up on case she reported against her child's father for child neglect. She says that the service has taken long ever since she reported so she wants to see what to do next but she was requested to give the officer more time to be able to help her.,3.252016667
2019-04-15 07:55:04.004000+00:00,2019-04-15 07:57:05.200000+00:00,UG Police (Jinja Rd),2,20,Female,Between 30-50,Luganda,No,Neutral,She came to get a police letter to be able to replace her lost Simcards. She says that the service was fairly good.,2.019933333
2019-04-16 06:04:31.623000+00:00,2019-04-16 06:06:36.340000+00:00,KCCA (Headquarters),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to register a business. She says that she was helped although getting the TIN number took a while.,2.078616667
2019-04-16 06:18:05.365000+00:00,2019-04-16 06:21:34.697000+00:00,KCCA (Headquarters),4,30,Male,Between 30-50,Luganda,No,Very cooperative,He came to adjust the plan. He says that the engineers called him to come and make some adjustments for his construction plan. He says that it's not what he wants but inorder to keep in line with the authorities he had to accept the changes.,3.488866667
2019-04-16 06:34:05.915000+00:00,2019-04-16 06:35:36.253000+00:00,KCCA (Headquarters),4,10,Female,Between 30-50,Other,No,Very cooperative,She came to assess her business tax. She says that she wants to clear such that she can be able to start working.,1.505633333
2019-04-16 06:51:05.558000+00:00,2019-04-16 06:53:17.704000+00:00,KCCA (Headquarters),2,40,Male,Between 30-50,Luganda,No,Very cooperative,He came to get a check up from the clinic because he was not feeling well. He says that the doctor who diagnosed him took long to come to the office.,2.202433333
2019-04-16 06:58:05.418000+00:00,2019-04-16 07:02:12.280000+00:00,KCCA (Headquarters),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to get a release warrant for her son who was arrested in court but she managed to get the money that the judge requested the to pay. She says that an enforcement officer helped her to get it. Btu she was told to go to the prison or to wait tomorrow morning when they bring suspects from the prisons.,4.114366667
2019-04-16 07:11:39.747000+00:00,2019-04-16 07:14:18.071000+00:00,KCCA (Headquarters),4,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to inquire about the requirements of outdoor advertisements. She says that she was able to get the information that she wanted.,2.638733333
2019-04-16 07:16:37.924000+00:00,2019-04-16 07:21:15.208000+00:00,KCCA (Headquarters),3,10,Female,Under 30,English,No,Very cooperative,She came to get a vaccine. She says that she was given an account on which to deposit the money on then come with the receipt for the vaccine.,4.6214
2019-04-16 07:27:04.225000+00:00,2019-04-16 07:29:22.672000+00:00,KCCA (Headquarters),4,5,Male,Between 30-50,Luganda,No,Neutral,He came to get a job which he didn't get. He says that he was told to submit an application for him to be considered.,2.30745
2019-04-16 07:42:03.897000+00:00,2019-04-16 07:44:31.312000+00:00,KCCA (Headquarters),4,20,Male,Between 30-50,English,No,Very cooperative,He came to get a trading license for his business. He says that the person letter there are very welcoming and fast. He appreciates their services towards him today.,2.456916667
2019-04-16 07:57:03.638000+00:00,2019-04-16 07:58:26.868000+00:00,KCCA (Headquarters),3,20,Female,Under 30,English,No,Very cooperative,She came to process a trading license for her business. She says that the service was very good and quick that there was no delays.,1.387166667
2019-04-16 08:07:04.314000+00:00,2019-04-16 08:09:51.689000+00:00,KCCA (Headquarters),3,40,Female,Between 30-50,Luganda,No,Very cooperative,"She brought her child for a check up and treatment. She says that the service was ok,and she was told to get part of the medicine from any other drug shop. This is because the City Hall Clinic lacked the particular drug.",2.789583333
2019-04-16 08:15:24.156000+00:00,2019-04-16 08:17:37.257000+00:00,KCCA (Headquarters),4,20,Female,Between 30-50,English,No,Very cooperative,She came to  pick her documents which she had brought for verification. She says that she was able to get the certificate.,2.21835
2019-04-16 08:22:09.287000+00:00,2019-04-16 08:24:10.345000+00:00,KCCA (Headquarters),4,10,Male,Between 30-50,Luganda,No,Very cooperative,He came to submit his documents to the engineering office for verification. He says that it was very fast.,2.017633333
2019-04-15 08:16:03.743000+00:00,2019-04-15 08:18:06.308000+00:00,UG Police (CPS),2,40,Male,Between 30-50,Luganda,No,Very cooperative,He came to get his impounded vechile from the station. He says that he is from clearing the fines against his vechile and he is waiting for the car keys.,2.04275
2019-04-15 08:19:12.404000+00:00,2019-04-15 08:26:45.585000+00:00,UG Police (CPS),3,50,Male,Between 30-50,Luganda,No,Very cooperative,He came to get a police bond for his brother who was beaten and cut severely after being suspected for being a theif. He says that he was taken to hospital where he was treated then transferred to CPS on Saturday when he was better. So he came to get a police bond but the officer incharge is not yet at the station.,7.553016667
2019-04-15 08:37:04.331000+00:00,2019-04-15 08:39:52.981000+00:00,UG Police (CPS),2,20,Female,Between 30-50,Luganda,No,Neutral,He came to get a police bond for his brother who was arrested for fighting. He says that the officer wants me to ney which they don't have and so they have not been helped.,2.810833333
2019-04-15 08:47:09.837000+00:00,2019-04-15 08:52:04.541000+00:00,UG Police (Jinja Rd),3,20,Female,Between 30-50,Luganda,No,Very cooperative,"She came to follow up on a criminal case. She says that the hubby was arrested as a suspect of causing an accident. And they were requested to pay 500,000 but she said that she came with 300,000 and she wants to see whether he can be released on bail but the complainant refused.",4.911733333
2019-04-15 09:01:07.163000+00:00,2019-04-15 09:02:58.985000+00:00,UG Police (CPS),3,30,Male,Under 30,Luganda,Yes,Very cooperative,"He says that his brother was arrested by the KCCA enforcement officers and they came to clear the charges, he says that he was required to pay 150,000 to clear and release their suspect which they have done.",1.8637
2019-04-15 09:06:34.269000+00:00,2019-04-15 09:11:09.048000+00:00,UG Police (CPS),2,20,Male,Between 30-50,Luganda,Yes,Very cooperative,"He came to get his impounded motorcycle for bad driving and attempted to cause an accident. He says that the officer wants 40,000 which he is not having so he has decided to wait and try negotiating with h him further more since noone got injured.",4.57965
2019-04-15 09:15:07.281000+00:00,2019-04-15 09:17:20.536000+00:00,UG Police (CPS),3,30,Male,Over 50,Luganda,No,Neutral,He came to report a criminal case of someone who sold him land and gave him a fake landtitle. He says that he came with all the records of payment. He also said that the case is going to court from here.,2.220916667
2019-04-15 09:24:11.364000+00:00,2019-04-15 09:27:07.268000+00:00,UG Police (CPS),3,20,Female,Under 30,Luganda,No,Very cooperative,She came to report a case of someone who picked her phone and is requesting money from her. So she wants the police to help her recovery her phone. She says that she has been helped to file it and now waiting for the way forward.,2.931733333
2019-04-15 09:31:09.463000+00:00,2019-04-15 09:32:54.597000+00:00,UG Police (CPS),3,15,Male,Between 30-50,Luganda,No,Very cooperative,"He says that his driver was arrested and he wanted to get a police bond but he was told to first clear the charges against him yet he didn't have the 250,000.",1.752233333
2019-04-15 09:39:23.408000+00:00,2019-04-15 09:43:45.966000+00:00,UG Police (CPS),4,40,Female,Between 30-50,Luganda,No,Very cooperative,She came to get a police bond for her friend who was arrested by the KCCA enforcement officers. She says that she was able to get her after paying off the charges.,4.375966667
2019-04-15 09:56:44.707000+00:00,2019-04-15 10:00:15.311000+00:00,UG Police (CPS),3,20,Male,Between 30-50,Luganda,No,Very cooperative,"He came to report a person who gave him fake note of 50,000 and is denying to have seen him. He says that the police told him to be more keen when dealing with money matters because it is hard to identify who had the fake note in the first place.",3.510066667
2019-04-15 10:13:04.475000+00:00,2019-04-15 10:14:52.904000+00:00,UG Police (CPS),3,15,Male,Between 30-50,Luganda,Yes,Neutral,He came to o get his vechile which was impounded early morning. He says that he was charged breakdown fees and also the charges against the car.,1.80715
2019-04-17 08:27:42.300000+00:00,2019-04-17 08:28:43.951000+00:00,KCCA (Naguru),3,20,Female,Under 30,Luganda,No,Very cooperative,The process was okay,1.027516667
2019-04-17 08:32:15.266000+00:00,2019-04-17 08:33:51.229000+00:00,KCCA (Naguru),3,10,Male,Over 50,Luganda,No,Very cooperative,The entire rental tax thing is complicated and he was not explained to very well to understand it,1.599383333
2019-04-17 08:36:50.558000+00:00,2019-04-17 08:38:08.480000+00:00,KCCA (Naguru),3,10,Male,Between 30-50,Luganda,No,Very cooperative,He was told the mayor was in a meeting so he had to wat till after lunch,1.2987
2019-04-17 08:40:38.085000+00:00,2019-04-17 08:42:27.074000+00:00,KCCA (Naguru),4,20,Male,Under 30,Luganda,No,Neutral,The process was good,1.816483333
2019-04-17 08:48:00.040000+00:00,2019-04-17 08:49:55.569000+00:00,KCCA (Naguru),4,20,Male,Between 30-50,English,No,Very cooperative,"Services were very good, he was given his license very fast",1.925483333
2019-04-17 08:56:20.310000+00:00,2019-04-17 08:57:06.685000+00:00,KCCA (Naguru),4,15,Female,Under 30,English,No,Very cooperative,The process was fast. She did not age to wait for along time,0.772916667
2019-04-17 08:59:40.955000+00:00,2019-04-17 09:01:52.290000+00:00,KCCA (Naguru),3,5,Male,Between 30-50,Luganda,Yes,Very cooperative,The guy in the office was trying to frustrate the process so that he's given money first,2.188916667
2019-04-17 09:20:41.230000+00:00,2019-04-17 09:24:19.077000+00:00,KCCA (Naguru),3,20,Male,Between 30-50,English,No,Very cooperative,The process was okay though slow die to system failures,3.630783333
2019-04-17 09:29:24.452000+00:00,2019-04-17 09:30:56.727000+00:00,KCCA (Naguru),3,10,Female,Between 30-50,Luganda,No,Very cooperative,She was told the system is down so she can't get her license,1.537916667
2019-04-17 09:35:19.947000+00:00,2019-04-17 09:36:48.464000+00:00,KCCA (Naguru),4,10,Female,Under 30,Luganda,No,Very cooperative,She was helped with all the processes she did not know. She's very impressed with the services,1.475283333
2019-04-17 10:01:07.415000+00:00,2019-04-17 10:03:08.325000+00:00,KCCA (Naguru),3,10,Male,Between 30-50,Luganda,No,Very cooperative,"There is no urgency  in the services, one has to wait for so long to obtain a license yet all businesses depend on it",2.015166667
2019-04-17 10:09:27.862000+00:00,2019-04-17 10:10:15.388000+00:00,KCCA (Naguru),3,20,Female,Under 30,Luganda,No,Uncooperative,Services were okay,0.7921
2019-04-15 08:59:48.170000+00:00,2019-04-15 09:01:45.143000+00:00,UG Police (Wandegeya),4,5,Female,Under 30,English,No,Very cooperative,She lost her phone and came to get a replacement letter. Service has been good and she has been helped. She got the letter and will go make the replacement.,1.94955
2019-04-15 09:16:32.072000+00:00,2019-04-15 09:17:46.869000+00:00,UG Police (Wandegeya),3,10,Male,Between 30-50,English,No,Neutral,His car was knocked and the front part destroyed and he came to report the issue. Service was good and response was first.,1.246616667
2019-04-15 09:18:33.956000+00:00,2019-04-15 09:22:45.679000+00:00,UG Police (Wandegeya),3,60,Male,Under 30,Luganda,No,Very cooperative,He was knocked by a taxi while carrying a passenger.the passenger was injured so he came to report the incident and he was helped but the service delayed because they were at parade.,4.195383333
2019-04-15 09:22:50.392000+00:00,2019-04-15 09:33:07.194000+00:00,UG Police (Wandegeya),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to report her husband who neglected her and their daughter. Service was good and the man was asked to come .,10.28003333
2019-04-15 09:33:12.494000+00:00,2019-04-15 09:36:30.803000+00:00,UG Police (Wandegeya),4,10,Female,Under 30,Luganda,No,Very cooperative,She came to get a replacement form and service was good because she got it at no charge.,3.30515
2019-04-15 09:46:48.244000+00:00,2019-04-15 09:51:04.855000+00:00,UG Police (Wandegeya),2,60,Male,Between 30-50,Luganda,No,Very cooperative,He came to inquire about his brother who didn't go back home yesterday so he came to see if he was arrested . He was not helped because he was told to wait until parade was done instead of checking the book of names of suspects. Service took long.,4.27685
2019-04-15 09:51:12.963000+00:00,2019-04-15 09:52:57.888000+00:00,UG Police (Wandegeya),4,30,Female,Under 30,Luganda,No,Neutral,She came to get a report form because she lost her documents in a bag. Service was good and she was helped. She got the he found m which she will use to replace the lost documents.,1.74875
2019-04-15 09:54:23.420000+00:00,2019-04-15 09:57:52.256000+00:00,UG Police (Wandegeya),2,60,Male,Under 30,Luganda,No,Very cooperative,He came to inquire about his friend's motorcycle that was brought to the station. He has not been helped because parade was about to start and so he had to wait.,3.4806
2019-04-15 10:04:49.509000+00:00,2019-04-15 10:06:35.652000+00:00,UG Police (Wandegeya),3,50,Male,Between 30-50,Luganda,No,Neutral,He came to get a replacement form for his lines. Service was good but it took some time because there were very many people in need of help.,1.76905
2019-04-15 10:09:55.675000+00:00,2019-04-15 10:13:58.177000+00:00,UG Police (Wandegeya),4,80,Male,Between 30-50,Luganda,No,Very cooperative,He came to check if his brother was being kept in the cell since he has been missing. Service is good because they checked and his brother's name was not among thos of prisoners around. Service took long because of the parade and the many people who were waiting to be worked on.,4.0417
2019-04-15 10:14:04.691000+00:00,2019-04-15 10:15:41.778000+00:00,UG Police (Wandegeya),4,9,Female,Under 30,Luganda,No,Neutral,She came to report her huwho after impregnanting her left her and married another woman and he doesn't want to give her any help in line with the pregnancy. A case was opened.,1.618116667
2019-04-15 10:16:56.383000+00:00,2019-04-15 10:21:03.441000+00:00,UG Police (Wandegeya),2,90,Female,Between 30-50,English,No,Very cooperative,She came to see a suspect but has not been helped because she had to wait for someone and also visit by time was out.,4.117633333
2019-04-15 10:29:52.289000+00:00,2019-04-15 10:31:46.389000+00:00,UG Police (Wandegeya),4,10,Male,Between 30-50,English,No,Neutral,The service was good and he got a report form for his documents. He lost them in a taxi. He was helped and the officer communicated well.,1.901666667
2019-04-15 10:41:46.012000+00:00,2019-04-15 10:43:09.549000+00:00,UG Police (Wandegeya),2,3,Female,Under 30,Luganda,No,Neutral,She came to see a suspect and has been told to wait for visiting hours. She has not been worked on.,1.392283333
2019-04-16 07:35:24.642000+00:00,2019-04-16 07:45:33.879000+00:00,UG Police (Kira Road),2,5,Female,Under 30,Luganda,No,Very cooperative,She came to see a suspect and she has not been helped  this is because she decided to wait for other people so that they can all go in at once.,10.15395
2019-04-16 07:45:36.687000+00:00,2019-04-16 07:52:05.486000+00:00,UG Police (Kira Road),4,2,Male,Between 30-50,English,No,Very cooperative,He lost his phone and has come to get a replacement form. Service was good and fast. He has been helped at no charge. He was also talked to well.,6.479983333
2019-04-16 07:52:14.194000+00:00,2019-04-16 07:54:37.956000+00:00,UG Police (Kira Road),3,2,Male,Between 30-50,Luganda,No,Very cooperative,His taxi is being impounded and he came to collect the receipt which is going to be used to pay the fine he has been given for bad parking. Service is ok because no corruption has been involved since the fine money is to be taken to the bank.,2.396033333
2019-04-16 08:15:19.207000+00:00,2019-04-16 08:18:24.914000+00:00,UG Police (Kira Road),3,20,Female,Between 30-50,Luganda,No,Very cooperative,She came to see a suspect . She was helped but was not able to get exactly what she wanted. She didn't talk to the suspect because she was late but they gave him the food. She was also talked to well.,3.095116667
2019-04-16 08:18:27.604000+00:00,2019-04-16 08:21:43.725000+00:00,UG Police (Kira Road),4,30,Male,Between 30-50,English,No,Very cooperative,His vehicle was knocked by a motorcycle rider and the passenger of the rider got an accident. The rider took off so he was brought to make a statement. He has been helped and service has been good although the direction of the he issues is not good since the officer wants him to pay the hospital bills for the passenger who was on the motorcycle that knocked him.,3.268683333
2019-04-16 08:21:53.736000+00:00,2019-04-16 08:23:30.996000+00:00,UG Police (Kira Road),4,0,Male,Under 30,English,No,Very cooperative,He came to get a replacement form for his phone that was stolen. Service is good because the officer was friendly and service was fast and free.,1.621
2019-04-16 08:25:07.540000+00:00,2019-04-16 08:27:28.798000+00:00,UG Police (Kira Road),2,50,Female,Between 30-50,English,No,Uncooperative,I hey came to see a suspect but we're told to go and come back at the right time. They didn't get what they wanted.,2.3543
2019-04-16 08:39:48.595000+00:00,2019-04-16 08:47:33.939000+00:00,UG Police (Kira Road),3,90,Male,Between 30-50,Luganda,No,Very cooperative,His vehicle was brought at the station for bad driving. He came to get a receipt to pay his fine and he has been helped and worked on well and he is now going to pay. Service took long because the officer was still handling other people. There hasn't been any corruption incident.,7.755733333
2019-04-16 08:47:40.645000+00:00,2019-04-16 08:53:29.505000+00:00,UG Police (Kira Road),3,100,Female,Between 30-50,English,No,Uncooperative,She came to follow up on a case where a lady asulted her and destroyed her property. Service was good because the lady was arrested and she has been asked to pay for the damages caused. The service took long because she has to wait for the family issues f the lady,5.814333333
2019-04-16 09:08:30.344000+00:00,2019-04-16 09:10:57.490000+00:00,UG Police (Kira Road),4,15,Male,Between 30-50,Luganda,No,Very cooperative,He was fined for bad parking and now after paying the fine in the bank he has come to get his taxi and he has been given permission to take it. Service has been good and fast.,2.452433333
2019-04-16 09:20:15.993000+00:00,2019-04-16 09:22:32.594000+00:00,UG Police (Kira Road),3,5,Female,Under 30,English,No,Neutral,She came to see her brother who and she was helped. She was allowed to give him food but not to talk to him since it was not visiting time. Service was ok because they could have told her not to give him food until midday.,2.276683333
2019-04-16 09:29:55.102000+00:00,2019-04-16 09:31:15.244000+00:00,UG Police (Kira Road),4,1,Male,Under 30,English,No,Uncooperative,He came to make replacement for his lost documents. Service has been good because he has bhelped.,1.3357
2019-04-16 09:36:17.271000+00:00,2019-04-16 09:39:58.906000+00:00,UG Police (Kira Road),3,3,Male,Between 30-50,Luganda,No,Neutral,His vehicle was brought to the station for traffic issues and he came and got the receipt for the fine. He has paid and is just waiting for the traffic officer to give him permission to take the vehicle. He has been helped.,3.693916667
2019-04-16 09:46:11.420000+00:00,2019-04-16 09:47:29.843000+00:00,UG Police (Kira Road),2,60,Female,Between 30-50,Luganda,No,Neutral,They came to follow up on a case of the flu. They have not yet been worked on because the person handling the issue has not yet come.,1.30705
2019-04-16 10:19:14.028000+00:00,2019-04-16 10:26:34.596000+00:00,UG Police (Ntinda),3,40,Male,Between 30-50,English,No,Uncooperative,He was involved in a traffic accident and was brought to make a statement. Service has been good and he has made the statement. It was also fast.,7.3428
2019-04-16 10:27:18.579000+00:00,2019-04-16 10:29:21.449000+00:00,UG Police (Ntinda),1,2,Female,Under 30,English,No,Very cooperative,She came to follow up on her case of asult where someone is threatening her. She was not helped because the officer handling her case went to the field and will be back later so she was told to come at two.,2.047833333
2019-04-16 10:40:41.282000+00:00,2019-04-16 10:42:19.615000+00:00,UG Police (Ntinda),4,5,Male,Between 30-50,Luganda,No,Very cooperative,He came to see the suspect. He was helped and service was good . They allowed him to see the suspect before time which is good and he gave him food.,1.638883333
2019-04-16 10:42:43.325000+00:00,2019-04-16 10:47:27.298000+00:00,UG Police (Ntinda),4,10,Female,Between 30-50,English,No,Very cooperative,She came to report a case of asult. She was helped and the officer advised her on what she would do so as those people can be arrested. She was told to go to the doctor and fill the forms provid d. Service was good.,4.732883333
2019-04-16 10:48:36.448000+00:00,2019-04-16 10:50:59.987000+00:00,UG Police (Ntinda),3,15,Male,Between 30-50,Luganda,No,Very cooperative,He came to follow up on a case and see the suspect. Service has been good and the DPC has promised to give the suspect police bond.,2.392316667
2019-04-16 10:51:38.740000+00:00,2019-04-16 10:53:52.874000+00:00,UG Police (Ntinda),3,50,Male,Between 30-50,Luganda,No,Neutral,He knocked a person with a car. They brought them to the station and he had to pay medical bills for this person and today they were all asked to come and give a statement each. Service has been good and they all came.,2.235566667
2019-04-16 10:58:12.782000+00:00,2019-04-16 11:06:59.333000+00:00,UG Police (Ntinda),4,120,Male,Between 30-50,English,No,Very cooperative,He came to see a suspect who is his friend. He was helped and service was very good. The suspect stole a phone. He has been asked to pay and the suspect and complainant have come to a conclusion that he pays for the phone.,8.77585
2019-04-16 11:27:03.355000+00:00,2019-04-16 11:29:19.303000+00:00,UG Police (Ntinda),1,30,Female,Between 30-50,Luganda,No,Very cooperative,She lost her in a taxi and came to get help but was not helped because they told her to go back where the theft took place. She has wasted her time.,2.2658
2019-04-16 11:29:23.286000+00:00,2019-04-16 11:31:34.270000+00:00,UG Police (Ntinda),4,5,Female,Between 30-50,English,No,Neutral,"She came to get a letter for replacement of her lines. She had no national ID and had to go back and get the ID but when she came back, she was helped and service was as very good.",2.183066667
2019-04-16 11:33:05.014000+00:00,2019-04-16 11:35:53.771000+00:00,UG Police (Ntinda),3,3,Female,Under 30,Luganda,No,Very cooperative,He wanted to swap his line so he needed a police letter. Service was good and fast because he got what he needed at no cost.,2.812616667
2019-04-16 11:49:52.012000+00:00,2019-04-16 11:54:17.409000+00:00,UG Police (Ntinda),4,25,Male,Between 30-50,Luganda,No,Neutral,He came to present a receipt fined to him for bad parking. He was helped and given permission to take the vehicle . Service was good.,4.423283333
2019-04-16 11:54:21.291000+00:00,2019-04-16 11:58:12.677000+00:00,UG Police (Ntinda),3,5,Male,Between 30-50,Luganda,No,Very cooperative,He came to see a suspect and he was helped. Service was free and fast .,3.856433333
2019-04-18 07:41:33.367000+00:00,2019-04-18 07:43:31.397000+00:00,UG Police (Jinja Rd),4,15,Male,Over 50,English,No,Neutral,He came to get a police letter such that he can be able to replace his lost Simcard.,1.967166667
2019-04-18 08:00:04.948000+00:00,2019-04-18 08:02:32.713000+00:00,UG Police (Jinja Rd),3,30,Male,Between 30-50,Luganda,No,Very cooperative,"He came to report a criminal case of a Boda person who he gave things to deliver and disappeared with the things. He says, he wants the police to help him arrest this man such that he can recover his things.",2.46275
2019-04-18 08:13:45.960000+00:00,2019-04-18 08:17:37.749000+00:00,UG Police (Jinja Rd),3,40,Female,Between 30-50,English,Yes,Very cooperative,"She says that she was knocked down by a Boda Boda. Wen she came to police, she was told to go to hospital for medical examination to know how deep the injury was and also to determine how much treatment to be charged on the Boda Boda rider. She says that the police has been very helpful.",3.86315
2019-04-18 08:23:30.176000+00:00,2019-04-18 08:26:02.413000+00:00,UG Police (Jinja Rd),3,50,Male,Between 30-50,Other,No,Neutral,He came to follow up on a matter with an officer but the officer asked him to wait until midday because he was still in the field.,2.537283333
2019-04-18 08:32:41.578000+00:00,2019-04-18 08:34:51.653000+00:00,UG Police (Jinja Rd),3,20,Male,Between 30-50,Luganda,Yes,Very cooperative,He came to get a police bond for yus friend in police custody. He says that he was arrested on Monday and he requested to give him 2 days to get the required money for the bond.,2.167916667
2019-04-18 08:50:36.479000+00:00,2019-04-18 08:52:22.296000+00:00,UG Police (Jinja Rd),3,10,Female,Under 30,Luganda,No,Very cooperative,She came to get a police letter such that she can replace her lost lines. She says that the police lady at the reception spoke in a rude way.,1.763616667
2019-04-18 09:08:13.870000+00:00,2019-04-18 09:10:22.045000+00:00,UG Police (Jinja Rd),2,20,Male,Between 30-50,Luganda,No,Very cooperative,He says that his car was impounded for having worn-out tyres. He was told to buy new tyres and bring them to the station for clearance.,2.13625
2019-04-18 09:16:39.233000+00:00,2019-04-18 09:18:22.890000+00:00,UG Police (Jinja Rd),3,30,Male,Between 30-50,Luganda,Yes,Very cooperative,"He came to get his driver from police custody. He says that he was arrested for driving without a valid driver's license. He says that he was charged 100,000.",1.727616667
2019-04-18 09:31:37.672000+00:00,2019-04-18 09:33:39.314000+00:00,UG Police (Jinja Rd),3,20,Male,Between 30-50,Luganda,No,Very cooperative,He came to get his car number plate which was scrapped off for failing to listen to the traffic office this morning. He says that he was from the bank clearing the charges pressed against his car.,2.027366667
2019-04-18 09:51:04.766000+00:00,2019-04-18 09:52:53.289000+00:00,UG Police (Jinja Rd),3,40,Female,Between 30-50,Luganda,No,Very cooperative,She came to report a criminal case and also get some advice from the OC Station. She says that he was very understanding and he gave her his time which she really appreciated.,1.808716667
2019-04-16 11:10:47.279000+00:00,2019-04-16 11:12:26.868000+00:00,UG Police (Kira Road),3,10,Female,Over 50,English,No,Neutral,Was able to report a case and she was given a reference number so that the next time she comes back the CID can work on her very fast,1.659816667
2019-04-17 06:54:26.427000+00:00,2019-04-17 06:56:19.550000+00:00,UG Police (Kira Road),4,0,Female,Between 30-50,Luganda,No,Neutral,Had come to see the suspect and was unable but the lady who worked on her helped give the suspect food she had brought,1.885383333
2019-04-17 07:16:45.353000+00:00,2019-04-17 07:18:54.217000+00:00,UG Police (Kira Road),3,0,Female,Between 30-50,Luganda,No,Neutral,The suspect was just brought in she was able to see him she doesn't know what's going to happen to the person since it looks like they have just started on the case,2.147733333
2019-04-17 07:19:01.686000+00:00,2019-04-17 07:21:04.888000+00:00,UG Police (Kira Road),3,0,Male,Between 30-50,English,No,Neutral,Was able to report loss of his of phone service delivery was good the only thing that delayed the service was that the person to sign the police letter was not yet in office so they had to wait for sometime,2.053366667
2019-04-17 07:21:14.537000+00:00,2019-04-17 07:23:10.499000+00:00,UG Police (Kira Road),3,0,Female,Between 30-50,Luganda,No,Very cooperative,Was beaten by the husband police was able to arrest him all her details were written done and she was sent to the police doctor to check on her so that filing the case can be completed,1.9327
2019-04-17 07:25:02.871000+00:00,2019-04-17 07:26:27.942000+00:00,UG Police (Kira Road),3,0,Male,Between 30-50,Luganda,No,Very cooperative,Came as a witness for a friend that he thinks was wrongly accused he says the person is innocent and maybe police is just mistaken by the persons identity,1.41785
2019-04-17 07:32:55.222000+00:00,2019-04-17 07:35:54.715000+00:00,UG Police (Kira Road),3,20,Male,Between 30-50,English,No,Very cooperative,Was unable to see the suspect was told he should come back at mid day bit he says it will be impossible for him to comeback since he is a traveller,2.99155
2019-04-17 07:35:59.389000+00:00,2019-04-17 07:37:07.652000+00:00,UG Police (Kira Road),4,0,Male,Under 30,English,No,Very cooperative,Services have been okay and not disappointed by anything,1.137716667
2019-04-17 07:37:12.673000+00:00,2019-04-17 07:39:28.932000+00:00,UG Police (Kira Road),3,5,Male,Between 30-50,English,No,Neutral,Was able to get a police letter so as to replace his sim card says the process took long since the lady had to work on other people so he had to wait for sometime,2.270983333
